prompt_id,prompt_variant,layer,pos,token,entropy,top1,prob1,top2,prob2,top3,prob3,top4,prob4,top5,prob5,top6,prob6,top7,prob7,top8,prob8,top9,prob9,top10,prob10,top11,prob11,top12,prob12,top13,prob13,top14,prob14,top15,prob15,top16,prob16,top17,prob17,top18,prob18,top19,prob19,top20,prob20,rest_mass,copy_collapse,entropy_collapse,is_answer,p_top1,p_top5,p_answer,kl_to_final_bits,answer_rank,cos_to_final,control_margin
ctl,orig,0,16,⟨NEXT⟩,16.956819534301758,itzer,1.4627717064286117e-05,ikers,1.344251631962834e-05,itchens,1.3402045624388848e-05,�,1.3254774785309564e-05, Hem,1.3105850484862458e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999321670957215,False,False,False,1.4627717064286117e-05,6.783290154999122e-05,9.630734894017223e-06,11.54348240521775,5381,0.14749473333358765,9.121868060901761e-07
ctl,orig,1,16,⟨NEXT⟩,16.941818237304688,mente,2.096723073918838e-05,gın,2.0193330783513375e-05,tdown,1.9778464775299653e-05,GetComponent,1.9320832507219166e-05,tons,1.9250594050390646e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999004895471444,False,False,False,2.096723073918838e-05,9.951045649359003e-05,8.57729264680529e-06,11.646578437173366,34561,-0.023596368730068207,4.2848751036217436e-07
ctl,orig,2,16,⟨NEXT⟩,16.87588119506836,mente,5.49157994100824e-05,tics,4.7899851779220626e-05,tons,4.664744483307004e-05,tones,4.3225474655628204e-05,μι,3.828906119451858e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997690223681275,False,False,False,5.49157994100824e-05,0.00023097763187251985,9.191617209580727e-06,11.727236924566817,32628,-0.02106960490345955,5.201354724704288e-07
ctl,orig,3,16,⟨NEXT⟩,16.89351463317871,tones,3.714456033776514e-05," ($(""#",3.375794040039182e-05,interp,3.155209560645744e-05,936,3.073002153541893e-05,aires,3.058680158574134e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9998362285805342,False,False,False,3.714456033776514e-05,0.0001637714303797111,1.101720226870384e-05,11.588248801306737,13615,0.08176365494728088,1.4091692719375715e-06
ctl,orig,4,16,⟨NEXT⟩,16.89896011352539,interp,3.6434834328247234e-05," ($(""#",3.424321039346978e-05,tones,3.4166976547567174e-05,aires,3.260315133957192e-05,tons,3.2471303711645305e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9998300805236795,False,False,False,3.6434834328247234e-05,0.00016991948359645903,9.757885891303886e-06,11.719803146465923,23460,-0.03594989329576492,1.8605796867632307e-06
ctl,orig,5,16,⟨NEXT⟩,16.87254524230957,�,6.757770461263135e-05,tons,5.0649672630243e-05,macros,4.5335356844589114e-05,tones,4.323518805904314e-05,interp,4.1895054891938344e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997513070229616,False,False,False,6.757770461263135e-05,0.00024869298795238137,1.2373975550872274e-05,11.725349242990946,9121,-0.012966913171112537,3.903578544850461e-06
ctl,orig,6,16,⟨NEXT⟩,16.87969207763672,tons,4.1653453081380576e-05,ๆ,3.5787768865702674e-05,macros,3.486539571895264e-05,aires,3.4203276300104335e-05,rops,3.415326136746444e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9998193368446664,False,False,False,4.1653453081380576e-05,0.00018066316260956228,8.453769623884e-06,11.713697074429689,43293,-0.012805134057998657,9.296122698287945e-07
ctl,orig,7,16,⟨NEXT⟩,16.880451202392578,Exited,4.026052192784846e-05, bul,3.950648533646017e-05,AllowAnonymous,3.8945629057707265e-05,��,3.485532579361461e-05,biased,3.316110814921558e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9998132709297352,False,False,False,4.026052192784846e-05,0.0001867290702648461,1.2979046005057171e-05,11.626109749998278,6472,0.057068802416324615,4.554843144433107e-06
ctl,orig,8,16,⟨NEXT⟩,16.861867904663086,надлеж,6.315721111604944e-05,biased,5.106199023430236e-05,apı,4.6105873479973525e-05,�单,4.562843241728842e-05,urement,4.483231532503851e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997492141774273,False,False,False,6.315721111604944e-05,0.00025078581529669464,1.1666726095427293e-05,11.774145536554949,13263,-0.037287093698978424,1.451755451853387e-06
ctl,orig,9,16,⟨NEXT⟩,16.866735458374023,biased,4.536345659289509e-05,�单,4.533406172413379e-05,"♪

",4.0502251067664474e-05,Exited,3.873881360050291e-05,tons,3.8364811189239845e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997916966058256,False,False,False,4.536345659289509e-05,0.00020830340508837253,1.3407378901320044e-05,11.7170679343866,6443,-0.002531636506319046,-7.577273208880797e-07
ctl,orig,10,16,⟨NEXT⟩,16.850791931152344,tons,6.385699089150876e-05,biased,5.2608644182328135e-05,abcdefghijklmnop,4.779230948770419e-05,paced,4.7227291361195967e-05,wel,4.478037226363085e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997437343918136,False,False,False,6.385699089150876e-05,0.0002562656009104103,1.188148780784104e-05,11.573178993507533,13237,0.10466860234737396,-5.179263098398224e-07
ctl,orig,11,16,⟨NEXT⟩,16.855113983154297,tons,5.108864206704311e-05, Gott,4.424638609634712e-05,paced,3.9769958675606176e-05,interop,3.6589593946700916e-05,283,3.6586643545888364e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997917187756684,False,False,False,5.108864206704311e-05,0.0002082812279695645,1.1515964615682606e-05,11.524862187574136,14662,0.13216906785964966,-2.0634743123082444e-06
ctl,orig,12,16,⟨NEXT⟩,16.878252029418945,tons,3.574088623281568e-05,283,3.4418317227391526e-05,LEGAL,3.374655352672562e-05,龄,3.223364183213562e-05, Hansen,3.210450449842028e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9998317560966825,False,False,False,3.574088623281568e-05,0.00016824390331748873,9.672379746916704e-06,11.562623386328177,26931,0.101591095328331,-3.578215910238214e-07
ctl,orig,13,16,⟨NEXT⟩,16.8446102142334, ifndef,4.904641173197888e-05,CLUD,4.7243829612853006e-05,tons,4.619784522219561e-05,][_,4.503174568526447e-05,macros,4.45097430201713e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997679704247275,False,False,False,4.904641173197888e-05,0.00023202957527246326,1.0244283657812048e-05,11.720202146215923,23878,0.010259317234158516,-6.873442544019781e-07
ctl,orig,14,16,⟨NEXT⟩,16.83845329284668,tons,6.668905552942306e-05, simply,5.376469562179409e-05,283,4.8192512622335926e-05, IReadOnly,4.742024975712411e-05, tie,4.733024979941547e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997366032366699,False,False,False,6.668905552942306e-05,0.00026339676696807146,8.46067450765986e-06,11.64932190441993,43760,0.0605367012321949,1.3749272511631716e-06
ctl,orig,15,16,⟨NEXT⟩,16.847871780395508, simply,7.656441448489204e-05,tons,6.031570228515193e-05, reg,4.8347574193030596e-05,enance,4.5950160711072385e-05, IReadOnly,4.5781314838677645e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997230408334872,False,False,False,7.656441448489204e-05,0.00027695915196090937,1.5286914276657626e-05,11.542095537121194,4113,0.12516385316848755,7.799109425832285e-06
ctl,orig,16,16,⟨NEXT⟩,16.84906005859375, simply,7.518649363191798e-05,tons,6.11736104474403e-05,enance,5.8419340348336846e-05,íme,5.043120836489834e-05, ули,4.655232987715863e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997082370173302,False,False,False,7.518649363191798e-05,0.00029176296084187925,1.3087636034470052e-05,11.712929343876239,8804,0.013101114891469479,5.452092409541365e-06
ctl,orig,17,16,⟨NEXT⟩,16.848878860473633,tons,7.468816329492256e-05, simply,6.43421954009682e-05,enance,5.412739119492471e-05, plain,5.115953536005691e-05,¤¤,4.262098445906304e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997130617302901,False,False,False,7.468816329492256e-05,0.0002869382733479142,2.3157757823355496e-05,11.54332280531775,319,0.12467233836650848,1.1587151675485075e-05
ctl,orig,18,16,⟨NEXT⟩,16.839731216430664, simply,0.00010512806329643354,¤¤,5.474226054502651e-05,tons,5.317073009791784e-05,STANCE,5.0881226343335584e-05,enance,4.8585308832116425e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9996874924108852,False,False,False,0.00010512806329643354,0.0003125075891148299,2.6704998163040727e-05,11.605178773457672,196,0.08926716446876526,1.6132419659697916e-05
ctl,orig,19,16,⟨NEXT⟩,16.8409366607666, ',9.142005001194775e-05, simply,7.41407202440314e-05,tons,5.588602289208211e-05,abouts,5.470975156640634e-05,çe,4.5587199565488845e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99967825625572,False,False,False,9.142005001194775e-05,0.00032174374791793525,2.998358104377985e-05,11.421546017825415,85,0.19667530059814453,1.8484874999558087e-05
ctl,orig,20,16,⟨NEXT⟩,16.832172393798828,tons,0.00011641821765806526, ',0.00010125817061634734,TON,6.450506043620408e-05, simply,5.373824023990892e-05, Paris,4.824232019018382e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9996158379908593,False,False,False,0.00011641821765806526,0.0003841620055027306,4.824232019018382e-05,11.422811810135766,5,0.19959686696529388,3.426205148571171e-05
ctl,orig,21,16,⟨NEXT⟩,16.836591720581055,tons,0.00010846694931387901, ',7.969010766828433e-05, Paris,6.688526627840474e-05,ๆ,5.123492519487627e-05, ########.,4.896325845038518e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9996447594930942,False,False,False,0.00010846694931387901,0.00035524051054380834,6.688526627840474e-05,11.370854475448905,3,0.22474250197410583,5.268777567835059e-05
ctl,orig,22,16,⟨NEXT⟩,16.828453063964844,tons,0.00011865266424138099, Paris,7.186564471339807e-05,abouts,5.945643351878971e-05, ',5.787955888081342e-05,metros,5.532087743631564e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9996368248212093,False,False,False,0.00011865266424138099,0.000363175175152719,7.186564471339807e-05,11.457596333168674,2,0.18356254696846008,5.5931743190740235e-05
ctl,orig,23,16,⟨NEXT⟩,16.829320907592773,tons,0.00010040928464150056, Paris,8.85524059413001e-05, ',7.344832556555048e-05, ########.,7.141839887481183e-05, City,5.695828076568432e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9996092133042112,False,False,False,0.00010040928464150056,0.00039078667759895325,8.85524059413001e-05,11.437583743983675,2,0.19417864084243774,7.206717418739572e-05
ctl,orig,24,16,⟨NEXT⟩,16.83309555053711, Paris,0.0001096768828574568,tons,8.062802953645587e-05, ',7.461284258170053e-05, City,6.108489469625056e-05, ########.,5.9501882788026705e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9996144954675401,False,False,True,0.0001096768828574568,0.0003855045360978693,0.0001096768828574568,11.33731854646126,1,0.24955202639102936,8.891381730791181e-05
ctl,orig,25,16,⟨NEXT⟩,16.81004524230957, Paris,0.0005789546412415802,Paris,0.00024247683177236468, France,0.00023469296866096556, paris,0.00012401041749399155, French,9.949101513484493e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9987203741256963,False,False,True,0.0005789546412415802,0.0012796258088201284,0.0005789546412415802,11.20677821101156,1,0.28404679894447327,0.0005519502501556417
ctl,orig,26,16,⟨NEXT⟩,16.82171058654785, Paris,0.0006852336227893829,Paris,0.00030816177604719996, paris,0.00016764641623012722, France,0.0001236397074535489, Пари,0.00012201163190184161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9985933068455779,False,False,True,0.0006852336227893829,0.0014066932490095496,0.0006852336227893829,11.185702769044228,1,0.3017311692237854,0.0006504090597445611
ctl,orig,27,16,⟨NEXT⟩,16.810195922851562, Paris,0.0006794832879677415,Paris,0.00032102587283588946, paris,0.0001726025075186044, France,0.00013521240907721221, Пари,0.00012178490578662604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9985698910168139,False,False,True,0.0006794832879677415,0.0014301090268418193,0.0006794832879677415,11.175251039385994,1,0.29970046877861023,0.0006405176281987224
ctl,orig,28,16,⟨NEXT⟩,16.812984466552734, Paris,0.0004814359126612544,Paris,0.00022719695698469877, France,0.0001390209945384413, paris,0.0001115289778681472, Пари,9.855404641712084e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9989422631115303,False,False,True,0.0004814359126612544,0.0010577369248494506,0.0004814359126612544,11.103660165276635,1,0.3230906128883362,0.0004490185237955302
ctl,orig,29,16,⟨NEXT⟩,16.784629821777344, Paris,0.00035848826519213617,Paris,0.00016156247875187546, ',0.0001367957447655499," """,0.00012647233961615711, “,0.00011517859093146399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9991015025807428,False,False,True,0.00035848826519213617,0.000898497411981225,0.00035848826519213617,10.889835511320111,1,0.36017560958862305,0.0003219094032829162
ctl,orig,30,16,⟨NEXT⟩,16.776020050048828, Paris,0.00033104667090810835, “,0.00015245626855175942," """,0.00014002877287566662,Paris,0.00012943574984092265, ‘,0.00012779084499925375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9991192416928243,False,False,True,0.00033104667090810835,0.0008807582780718803,0.00033104667090810835,10.73153236050693,1,0.40385565161705017,0.000294677654892439
ctl,orig,31,16,⟨NEXT⟩,16.84282875061035, Paris,0.00021551561076194048," """,0.00014405688853003085, “,9.744487761054188e-05,:,9.577413584338501e-05, PAR,9.407997276866809e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9993531285144854,False,False,True,0.00021551561076194048,0.0006468714564107358,0.00021551561076194048,10.781132844946368,1,0.5001460313796997,0.00018629879741638433
ctl,orig,32,16,⟨NEXT⟩,2.771765947341919, Paris,0.5186523795127869," """,0.2083326280117035, “,0.06178312748670578, ',0.04601537063717842,:,0.019384458661079407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14583203569054604,False,False,True,0.5186523795127869,0.8541679978370667,0.5186523795127869,0.0,1,0.9999995827674866,0.5186312557016208
